completedTools;inputTokensLast;avgPerToolTime;taxRefAttrTag;graphicalResolution;toolLook;totalCalls;taxRefAttrColor;repetitions;totalToolTime;status;outputTokens;expectedRepetitions;repIndex;tax;taxRelProx;solutionChecker;taxRefSuperExtremum;totalTokens;inputImagesLast;toolPickObject;taxRelFloor;taxActDrop;taxRel;toolWalk;taskPrompt;taxRefGroupSimple;taxRefAttrPattern;taxAct;graphicalLighting;threadId;outputTokensLast;scene;taxRefAttrShape;objectIdentifier;taxRelArea;totalGenerationTime;failedTools;taskId;taxRefId;solutionCheck;model;taxRefTag;taxRef;totalTokensLast;inputImages;coordinatesType;toolsCount;inputTokens;stoppedTools;avgPerGenerationTime;toolDropObject;taxActPick;episodeId
5;8755;1575.6;;HR;1;6;;15;7878.0;Ended;778;15.0;9;11.0;4.0;C1;;49106;2;2;;2.0;4.0;0;Pick the glass and place it next to the plate, then pick the binoculars and place it next to the screwdriver;;;4.0;PL;S2-T10-C1-PL-HR-S35-OPAQ-ABS_[11-13]-[00-41-06]_rep10;77;S2;;OPAQ;;49711.0;0;T10;0.0;0.0;S35;3.0;3.0;8832;11;ABS;5;48328;0;8285.166666666666;2;2.0;S2-T10-C1-PL-HR-S35-OPAQ-ABS
5;8841;1615.0;;HR;1;6;;15;8075.0;Ended;778;15.0;10;11.0;4.0;C1;;49454;2;2;;2.0;4.0;0;Pick the glass and place it next to the plate, then pick the binoculars and place it next to the screwdriver;;;4.0;PL;S2-T10-C1-PL-HR-S35-OPAQ-ABS_[11-13]-[00-41-06]_rep11;79;S2;;OPAQ;;46655.0;0;T10;0.0;0.0;S35;3.0;3.0;8920;11;ABS;5;48676;0;7775.833333333333;2;2.0;S2-T10-C1-PL-HR-S35-OPAQ-ABS
6;10135;1595.3333333333333;;HR;2;7;;15;9572.0;Ended;878;15.0;11;11.0;4.0;C1;;61586;3;2;;2.0;4.0;0;Pick the glass and place it next to the plate, then pick the binoculars and place it next to the screwdriver;;;4.0;PL;S2-T10-C1-PL-HR-S35-OPAQ-ABS_[11-13]-[00-41-06]_rep12;65;S2;;OPAQ;;70372.0;0;T10;0.0;0.5;S35;3.0;3.0;10200;16;ABS;6;60708;0;10053.142857142857;2;2.0;S2-T10-C1-PL-HR-S35-OPAQ-ABS
6;10506;1467.8333333333333;;HR;2;7;;15;8807.0;Ended;927;15.0;12;11.0;4.0;C1;;66184;3;2;;2.0;4.0;0;Pick the glass and place it next to the plate, then pick the binoculars and place it next to the screwdriver;;;4.0;PL;S2-T10-C1-PL-HR-S35-OPAQ-ABS_[11-13]-[00-41-06]_rep13;57;S2;;OPAQ;;63698.0;0;T10;0.0;0.0;S35;3.0;3.0;10563;18;ABS;6;65257;0;9099.714285714286;2;2.0;S2-T10-C1-PL-HR-S35-OPAQ-ABS
5;8795;1808.4;;HR;1;6;;15;9042.0;Ended;710;15.0;13;11.0;4.0;C1;;49233;2;2;;2.0;4.0;0;Pick the glass and place it next to the plate, then pick the binoculars and place it next to the screwdriver;;;4.0;PL;S2-T10-C1-PL-HR-S35-OPAQ-ABS_[11-13]-[00-41-06]_rep14;59;S2;;OPAQ;;53216.0;0;T10;0.0;0.0;S35;3.0;3.0;8854;11;ABS;5;48523;0;8869.333333333334;2;2.0;S2-T10-C1-PL-HR-S35-OPAQ-ABS
5;8761;1743.4;;HR;1;6;;15;8717.0;Ended;774;15.0;14;11.0;4.0;C1;;49133;2;2;;2.0;4.0;0;Pick the glass and place it next to the plate, then pick the binoculars and place it next to the screwdriver;;;4.0;PL;S2-T10-C1-PL-HR-S35-OPAQ-ABS_[11-13]-[00-41-06]_rep15;67;S2;;OPAQ;;46914.0;0;T10;0.0;0.0;S35;3.0;3.0;8828;11;ABS;5;48359;0;7819.0;2;2.0;S2-T10-C1-PL-HR-S35-OPAQ-ABS
5;7455;1331.5;;HR;0;7;;15;7989.0;Ended;842;15.0;0;11.0;4.0;C1;;49509;1;3;;2.0;4.0;1;Pick the glass and place it next to the plate, then pick the binoculars and place it next to the screwdriver;;;4.0;PL;S2-T10-C1-PL-HR-S35-SEM-ABS_[11-12]-[16-35-21]_rep1;61;S2;;SEM;;46269.0;1;T10;0.0;1.0;S35;3.0;3.0;7516;7;ABS;6;48667;0;6609.857142857143;2;2.0;S2-T10-C1-PL-HR-S35-SEM-ABS
5;7476;1279.6666666666667;;HR;0;7;;15;7678.0;Ended;869;15.0;1;11.0;4.0;C1;;49545;1;3;;2.0;4.0;1;Pick the glass and place it next to the plate, then pick the binoculars and place it next to the screwdriver;;;4.0;PL;S2-T10-C1-PL-HR-S35-SEM-ABS_[11-12]-[16-35-21]_rep2;67;S2;;SEM;;47728.0;1;T10;0.0;1.0;S35;3.0;3.0;7543;7;ABS;6;48676;0;6818.285714285715;2;2.0;S2-T10-C1-PL-HR-S35-SEM-ABS
4;7188;1720.5;;HR;0;5;;15;6882.0;Ended;634;15.0;2;11.0;4.0;C1;;34620;1;2;;2.0;4.0;0;Pick the glass and place it next to the plate, then pick the binoculars and place it next to the screwdriver;;;4.0;PL;S2-T10-C1-PL-HR-S35-SEM-ABS_[11-12]-[16-35-21]_rep3;64;S2;;SEM;;33734.0;0;T10;0.0;1.0;S35;3.0;3.0;7252;5;ABS;4;33986;0;6746.8;2;2.0;S2-T10-C1-PL-HR-S35-SEM-ABS
4;7250;1708.0;;HR;0;5;;15;6832.0;Ended;691;15.0;3;11.0;4.0;C1;;34915;1;2;;2.0;4.0;0;Pick the glass and place it next to the plate, then pick the binoculars and place it next to the screwdriver;;;4.0;PL;S2-T10-C1-PL-HR-S35-SEM-ABS_[11-12]-[16-35-21]_rep4;59;S2;;SEM;;33606.0;0;T10;0.0;1.0;S35;3.0;3.0;7309;5;ABS;4;34224;0;6721.2;2;2.0;S2-T10-C1-PL-HR-S35-SEM-ABS
5;7447;1276.5;;HR;0;7;;15;7659.0;Ended;838;15.0;4;11.0;4.0;C1;;49422;1;3;;2.0;4.0;1;Pick the glass and place it next to the plate, then pick the binoculars and place it next to the screwdriver;;;4.0;PL;S2-T10-C1-PL-HR-S35-SEM-ABS_[11-12]-[16-35-21]_rep5;65;S2;;SEM;;48082.0;1;T10;0.0;1.0;S35;3.0;3.0;7512;7;ABS;6;48584;0;6868.857142857143;2;2.0;S2-T10-C1-PL-HR-S35-SEM-ABS
5;7458;1388.8333333333333;;HR;0;7;;15;8333.0;Ended;843;15.0;5;11.0;4.0;C1;;49541;1;3;;2.0;4.0;1;Pick the glass and place it next to the plate, then pick the binoculars and place it next to the screwdriver;;;4.0;PL;S2-T10-C1-PL-HR-S35-SEM-ABS_[11-12]-[16-35-21]_rep6;59;S2;;SEM;;43322.0;1;T10;0.0;1.0;S35;3.0;3.0;7517;7;ABS;6;48698;0;6188.857142857143;2;2.0;S2-T10-C1-PL-HR-S35-SEM-ABS
4;7219;1709.25;;HR;0;5;;15;6837.0;Ended;659;15.0;6;11.0;4.0;C1;;34726;1;2;;2.0;4.0;0;Pick the glass and place it next to the plate, then pick the binoculars and place it next to the screwdriver;;;4.0;PL;S2-T10-C1-PL-HR-S35-SEM-ABS_[11-12]-[16-35-21]_rep7;58;S2;;SEM;;44877.0;0;T10;0.0;1.0;S35;3.0;3.0;7277;5;ABS;4;34067;0;8975.4;2;2.0;S2-T10-C1-PL-HR-S35-SEM-ABS
5;7457;1337.1666666666667;;HR;0;7;;15;8023.0;Ended;877;15.0;7;11.0;4.0;C1;;49474;1;3;;2.0;4.0;1;Pick the glass and place it next to the plate, then pick the binoculars and place it next to the screwdriver;;;4.0;PL;S2-T10-C1-PL-HR-S35-SEM-ABS_[11-12]-[16-35-21]_rep8;94;S2;;SEM;;51940.0;1;T10;0.0;1.0;S35;3.0;3.0;7551;7;ABS;6;48597;0;7420.0;2;2.0;S2-T10-C1-PL-HR-S35-SEM-ABS
5;7477;1341.1666666666667;;HR;0;7;;15;8047.0;Ended;871;15.0;8;11.0;4.0;C1;;49672;1;3;;2.0;4.0;1;Pick the glass and place it next to the plate, then pick the binoculars and place it next to the screwdriver;;;4.0;PL;S2-T10-C1-PL-HR-S35-SEM-ABS_[11-12]-[16-35-21]_rep9;68;S2;;SEM;;46620.0;1;T10;0.0;1.0;S35;3.0;3.0;7545;7;ABS;6;48801;0;6660.0;2;2.0;S2-T10-C1-PL-HR-S35-SEM-ABS
5;7524;1309.8333333333333;;HR;0;7;;15;7859.0;Ended;916;15.0;9;11.0;4.0;C1;;49926;1;3;;2.0;4.0;1;Pick the glass and place it next to the plate, then pick the binoculars and place it next to the screwdriver;;;4.0;PL;S2-T10-C1-PL-HR-S35-SEM-ABS_[11-12]-[16-35-21]_rep10;66;S2;;SEM;;47964.0;1;T10;0.0;1.0;S35;3.0;3.0;7590;7;ABS;6;49010;0;6852.0;2;2.0;S2-T10-C1-PL-HR-S35-SEM-ABS
5;7487;1314.5;;HR;0;7;;15;7887.0;Ended;881;15.0;10;11.0;4.0;C1;;49611;1;3;;2.0;4.0;1;Pick the glass and place it next to the plate, then pick the binoculars and place it next to the screwdriver;;;4.0;PL;S2-T10-C1-PL-HR-S35-SEM-ABS_[11-12]-[16-35-21]_rep11;68;S2;;SEM;;48732.0;1;T10;0.0;1.0;S35;3.0;3.0;7555;7;ABS;6;48730;0;6961.714285714285;2;2.0;S2-T10-C1-PL-HR-S35-SEM-ABS
4;7198;1724.0;;HR;0;5;;15;6896.0;Ended;639;15.0;11;11.0;4.0;C1;;34716;1;2;;2.0;4.0;0;Pick the glass and place it next to the plate, then pick the binoculars and place it next to the screwdriver;;;4.0;PL;S2-T10-C1-PL-HR-S35-SEM-ABS_[11-12]-[16-35-21]_rep12;59;S2;;SEM;;31173.0;0;T10;0.0;1.0;S35;3.0;3.0;7257;5;ABS;4;34077;0;6234.6;2;2.0;S2-T10-C1-PL-HR-S35-SEM-ABS
5;7442;1224.3333333333333;;HR;0;7;;15;7346.0;Ended;838;15.0;12;11.0;4.0;C1;;49436;1;3;;2.0;4.0;1;Pick the glass and place it next to the plate, then pick the binoculars and place it next to the screwdriver;;;4.0;PL;S2-T10-C1-PL-HR-S35-SEM-ABS_[11-12]-[16-35-21]_rep13;66;S2;;SEM;;54029.0;1;T10;0.0;1.0;S35;3.0;3.0;7508;7;ABS;6;48598;0;7718.428571428572;2;2.0;S2-T10-C1-PL-HR-S35-SEM-ABS
5;7431;1352.0;;HR;0;7;;15;8112.0;Ended;823;15.0;13;11.0;4.0;C1;;49402;1;3;;2.0;4.0;1;Pick the glass and place it next to the plate, then pick the binoculars and place it next to the screwdriver;;;4.0;PL;S2-T10-C1-PL-HR-S35-SEM-ABS_[11-12]-[16-35-21]_rep14;66;S2;;SEM;;48871.0;1;T10;0.0;1.0;S35;3.0;3.0;7497;7;ABS;6;48579;0;6981.571428571428;2;2.0;S2-T10-C1-PL-HR-S35-SEM-ABS
4;7187;1707.5;;HR;0;5;;15;6830.0;Ended;628;15.0;14;11.0;4.0;C1;;34610;1;2;;2.0;4.0;0;Pick the glass and place it next to the plate, then pick the binoculars and place it next to the screwdriver;;;4.0;PL;S2-T10-C1-PL-HR-S35-SEM-ABS_[11-12]-[16-35-21]_rep15;59;S2;;SEM;;34215.0;0;T10;0.0;1.0;S35;3.0;3.0;7246;5;ABS;4;33982;0;6843.0;2;2.0;S2-T10-C1-PL-HR-S35-SEM-ABS
4;6819;1740.25;;HR;0;5;;15;6961.0;Ended;176;15.0;0;12.0;4.0;C1;;33537;1;2;;2.0;4.0;0;Pick object tagged as 4 and place it near the indoor plant, then pick the glass and place it next to the plate;;;4.0;PL;S2-T11-C1-PL-HR-G4O-OPAQ-ABS_[11-12]-[18-23-47]_rep1;73;S2;;OPAQ;;28696.0;0;T11;;0.0;G4O;4.0;4.0;6892;5;ABS;4;33361;0;5739.2;2;2.0;S2-T11-C1-PL-HR-G4O-OPAQ-ABS
5;6819;1063.4;;HR;0;6;;15;5317.0;Ended;318;15.0;1;12.0;4.0;C1;;40399;1;2;;2.0;4.0;1;Pick object tagged as 4 and place it near the indoor plant, then pick the glass and place it next to the plate;;;4.0;PL;S2-T11-C1-PL-HR-G4O-OPAQ-ABS_[11-12]-[18-23-47]_rep2;54;S2;;OPAQ;;36455.0;0;T11;;0.0;G4O;4.0;4.0;6873;6;ABS;5;40081;0;6075.833333333333;2;2.0;S2-T11-C1-PL-HR-G4O-OPAQ-ABS
5;6789;1061.2;;HR;0;6;;15;5306.0;Ended;217;15.0;2;12.0;4.0;C1;;40236;1;2;;2.0;4.0;1;Pick object tagged as 4 and place it near the indoor plant, then pick the glass and place it next to the plate;;;4.0;PL;S2-T11-C1-PL-HR-G4O-OPAQ-ABS_[11-12]-[18-23-47]_rep3;86;S2;;OPAQ;;55162.0;0;T11;;0.0;G4O;4.0;4.0;6875;6;ABS;5;40019;0;9193.666666666666;2;2.0;S2-T11-C1-PL-HR-G4O-OPAQ-ABS
4;6786;1910.75;;HR;0;5;;15;7643.0;Ended;161;15.0;3;12.0;4.0;C1;;33489;1;2;;2.0;4.0;0;Pick object tagged as 4 and place it near the indoor plant, then pick the glass and place it next to the plate;;;4.0;PL;S2-T11-C1-PL-HR-G4O-OPAQ-ABS_[11-12]-[18-23-47]_rep4;59;S2;;OPAQ;;30894.0;0;T11;;0.5;G4O;4.0;4.0;6845;5;ABS;4;33328;0;6178.8;2;2.0;S2-T11-C1-PL-HR-G4O-OPAQ-ABS
6;6881;1057.6666666666667;;HR;0;7;;15;6346.0;Ended;206;15.0;4;12.0;4.0;C1;;47111;1;2;;2.0;4.0;2;Pick object tagged as 4 and place it near the indoor plant, then pick the glass and place it next to the plate;;;4.0;PL;S2-T11-C1-PL-HR-G4O-OPAQ-ABS_[11-12]-[18-23-47]_rep5;45;S2;;OPAQ;;37178.0;0;T11;;0.0;G4O;4.0;4.0;6926;7;ABS;6;46905;0;5311.142857142857;2;2.0;S2-T11-C1-PL-HR-G4O-OPAQ-ABS
6;11439;1824.6666666666667;;HR;2;7;;15;10948.0;Ended;336;15.0;5;12.0;4.0;C1;;63385;3;2;;2.0;4.0;0;Pick object tagged as 4 and place it near the indoor plant, then pick the glass and place it next to the plate;;;4.0;PL;S2-T11-C1-PL-HR-G4O-OPAQ-ABS_[11-12]-[18-23-47]_rep6;50;S2;;OPAQ;;65801.0;0;T11;;0.0;G4O;4.0;4.0;11489;14;ABS;6;63049;0;9400.142857142857;2;2.0;S2-T11-C1-PL-HR-G4O-OPAQ-ABS
5;8879;1719.8;;HR;1;6;;15;8599.0;Ended;309;15.0;6;12.0;4.0;C1;;46529;2;2;;2.0;4.0;0;Pick object tagged as 4 and place it near the indoor plant, then pick the glass and place it next to the plate;;;4.0;PL;S2-T11-C1-PL-HR-G4O-OPAQ-ABS_[11-12]-[18-23-47]_rep7;39;S2;;OPAQ;;51048.0;0;T11;;0.0;G4O;4.0;4.0;8918;9;ABS;5;46220;0;8508.0;2;2.0;S2-T11-C1-PL-HR-G4O-OPAQ-ABS
6;11373;1435.857142857143;;HR;2;8;;15;10051.0;Ended;250;15.0;7;12.0;4.0;C1;;69123;3;2;;2.0;4.0;0;Pick object tagged as 4 and place it near the indoor plant, then pick the glass and place it next to the plate;;;4.0;PL;S2-T11-C1-PL-HR-G4O-OPAQ-ABS_[11-12]-[18-23-47]_rep8;53;S2;;OPAQ;;86054.0;1;T11;;0.5;G4O;4.0;4.0;11426;15;ABS;7;68873;0;10756.75;3;2.0;S2-T11-C1-PL-HR-G4O-OPAQ-ABS
4;6788;1567.75;;HR;0;5;;15;6271.0;Ended;152;15.0;8;12.0;4.0;C1;;33482;1;2;;2.0;4.0;0;Pick object tagged as 4 and place it near the indoor plant, then pick the glass and place it next to the plate;;;4.0;PL;S2-T11-C1-PL-HR-G4O-OPAQ-ABS_[11-12]-[18-23-47]_rep9;50;S2;;OPAQ;;47708.0;0;T11;;0.0;G4O;4.0;4.0;6838;5;ABS;4;33330;0;9541.6;2;2.0;S2-T11-C1-PL-HR-G4O-OPAQ-ABS
4;6819;1698.75;;HR;0;5;;15;6795.0;Ended;151;15.0;9;12.0;4.0;C1;;33512;1;2;;2.0;4.0;0;Pick object tagged as 4 and place it near the indoor plant, then pick the glass and place it next to the plate;;;4.0;PL;S2-T11-C1-PL-HR-G4O-OPAQ-ABS_[11-12]-[18-23-47]_rep10;41;S2;;OPAQ;;34008.0;0;T11;;0.0;G4O;4.0;4.0;6860;5;ABS;4;33361;0;6801.6;2;2.0;S2-T11-C1-PL-HR-G4O-OPAQ-ABS
5;6811;1277.4;;HR;0;6;;15;6387.0;Ended;184;15.0;10;12.0;4.0;C1;;40152;1;2;;2.0;4.0;1;Pick object tagged as 4 and place it near the indoor plant, then pick the glass and place it next to the plate;;;4.0;PL;S2-T11-C1-PL-HR-G4O-OPAQ-ABS_[11-12]-[18-23-47]_rep11;58;S2;;OPAQ;;39537.0;0;T11;;0.0;G4O;4.0;4.0;6869;6;ABS;5;39968;0;6589.5;2;2.0;S2-T11-C1-PL-HR-G4O-OPAQ-ABS
6;9223;1427.8333333333333;;HR;1;7;;15;8567.0;Ended;210;15.0;11;12.0;4.0;C1;;56410;2;2;;2.0;4.0;1;Pick object tagged as 4 and place it near the indoor plant, then pick the glass and place it next to the plate;;;4.0;PL;S2-T11-C1-PL-HR-G4O-OPAQ-ABS_[11-12]-[18-23-47]_rep12;45;S2;;OPAQ;;48628.0;0;T11;;0.0;G4O;4.0;4.0;9268;11;ABS;6;56200;0;6946.857142857143;2;2.0;S2-T11-C1-PL-HR-G4O-OPAQ-ABS
6;9003;1580.6666666666667;;HR;1;7;;15;9484.0;Ended;216;15.0;12;12.0;4.0;C1;;55563;2;2;;2.0;4.0;1;Pick object tagged as 4 and place it near the indoor plant, then pick the glass and place it next to the plate;;;4.0;PL;S2-T11-C1-PL-HR-G4O-OPAQ-ABS_[11-12]-[18-23-47]_rep13;52;S2;;OPAQ;;61779.0;0;T11;;0.0;G4O;4.0;4.0;9055;11;ABS;6;55347;0;8825.57142857143;2;2.0;S2-T11-C1-PL-HR-G4O-OPAQ-ABS
6;9162;1209.5;;HR;1;7;;15;7257.0;Ended;287;15.0;13;12.0;4.0;C1;;56303;2;2;;2.0;4.0;1;Pick object tagged as 4 and place it near the indoor plant, then pick the glass and place it next to the plate;;;4.0;PL;S2-T11-C1-PL-HR-G4O-OPAQ-ABS_[11-12]-[18-23-47]_rep14;122;S2;;OPAQ;;43855.0;0;T11;;0.0;G4O;4.0;4.0;9284;11;ABS;6;56016;0;6265.0;2;2.0;S2-T11-C1-PL-HR-G4O-OPAQ-ABS
6;8812;1105.0;;HR;1;7;;15;6630.0;Ended;392;15.0;14;12.0;4.0;C1;;53190;2;2;;2.0;4.0;1;Pick object tagged as 4 and place it near the indoor plant, then pick the glass and place it next to the plate;;;4.0;PL;S2-T11-C1-PL-HR-G4O-OPAQ-ABS_[11-12]-[18-23-47]_rep15;84;S2;;OPAQ;;89698.0;0;T11;;0.0;G4O;4.0;4.0;8896;10;ABS;6;52798;0;12814.0;2;2.0;S2-T11-C1-PL-HR-G4O-OPAQ-ABS
4;6860;1835.0;;HR;0;5;;15;7340.0;Ended;168;15.0;0;12.0;4.0;C1;;33704;1;2;;2.0;4.0;0;Pick object tagged as 4 and place it near the indoor plant, then pick the glass and place it next to the plate;;;4.0;PL;S2-T11-C1-PL-HR-G4O-SEM-ABS_[11-11]-[17-37-33]_rep1;58;S2;;SEM;;27013.0;0;T11;;1.0;G4O;4.0;4.0;6918;5;ABS;4;33536;0;5402.6;2;2.0;S2-T11-C1-PL-HR-G4O-SEM-ABS
5;6892;1232.8;;HR;0;6;;15;6164.0;Ended;185;15.0;1;12.0;4.0;C1;;40475;1;2;;2.0;4.0;1;Pick object tagged as 4 and place it near the indoor plant, then pick the glass and place it next to the plate;;;4.0;PL;S2-T11-C1-PL-HR-G4O-SEM-ABS_[11-11]-[17-37-33]_rep2;44;S2;;SEM;;26815.0;0;T11;;1.0;G4O;4.0;4.0;6936;6;ABS;5;40290;0;4469.166666666667;2;2.0;S2-T11-C1-PL-HR-G4O-SEM-ABS
4;6860;1877.75;;HR;0;5;;15;7511.0;Ended;150;15.0;2;12.0;4.0;C1;;33686;1;2;;2.0;4.0;0;Pick object tagged as 4 and place it near the indoor plant, then pick the glass and place it next to the plate;;;4.0;PL;S2-T11-C1-PL-HR-G4O-SEM-ABS_[11-11]-[17-37-33]_rep3;40;S2;;SEM;;31127.0;0;T11;;1.0;G4O;4.0;4.0;6900;5;ABS;4;33536;0;6225.4;2;2.0;S2-T11-C1-PL-HR-G4O-SEM-ABS
5;6892;1445.8;;HR;0;6;;15;7229.0;Ended;197;15.0;3;12.0;4.0;C1;;40487;1;2;;2.0;4.0;1;Pick object tagged as 4 and place it near the indoor plant, then pick the glass and place it next to the plate;;;4.0;PL;S2-T11-C1-PL-HR-G4O-SEM-ABS_[11-11]-[17-37-33]_rep4;56;S2;;SEM;;26734.0;0;T11;;1.0;G4O;4.0;4.0;6948;6;ABS;5;40290;0;4455.666666666667;2;2.0;S2-T11-C1-PL-HR-G4O-SEM-ABS
6;6893;958.6666666666666;;HR;0;7;;15;5752.0;Ended;239;15.0;4;12.0;4.0;C1;;47368;1;2;;2.0;4.0;2;Pick object tagged as 4 and place it near the indoor plant, then pick the glass and place it next to the plate;;;4.0;PL;S2-T11-C1-PL-HR-G4O-SEM-ABS_[11-11]-[17-37-33]_rep5;65;S2;;SEM;;39677.0;0;T11;;1.0;G4O;4.0;4.0;6958;7;ABS;6;47129;0;5668.142857142857;2;2.0;S2-T11-C1-PL-HR-G4O-SEM-ABS
5;6892;1438.4;;HR;0;6;;15;7192.0;Ended;202;15.0;5;12.0;4.0;C1;;40492;1;2;;2.0;4.0;1;Pick object tagged as 4 and place it near the indoor plant, then pick the glass and place it next to the plate;;;4.0;PL;S2-T11-C1-PL-HR-G4O-SEM-ABS_[11-11]-[17-37-33]_rep6;61;S2;;SEM;;34758.0;0;T11;;1.0;G4O;4.0;4.0;6953;6;ABS;5;40290;0;5793.0;2;2.0;S2-T11-C1-PL-HR-G4O-SEM-ABS
4;6860;1713.5;;HR;0;5;;15;6854.0;Ended;207;15.0;6;12.0;4.0;C1;;33743;1;2;;2.0;4.0;0;Pick object tagged as 4 and place it near the indoor plant, then pick the glass and place it next to the plate;;;4.0;PL;S2-T11-C1-PL-HR-G4O-SEM-ABS_[11-11]-[17-37-33]_rep7;97;S2;;SEM;;28465.0;0;T11;;1.0;G4O;4.0;4.0;6957;5;ABS;4;33536;0;5693.0;2;2.0;S2-T11-C1-PL-HR-G4O-SEM-ABS
4;6860;1878.0;;HR;0;5;;15;7512.0;Ended;161;15.0;7;12.0;4.0;C1;;33697;1;2;;2.0;4.0;0;Pick object tagged as 4 and place it near the indoor plant, then pick the glass and place it next to the plate;;;4.0;PL;S2-T11-C1-PL-HR-G4O-SEM-ABS_[11-11]-[17-37-33]_rep8;51;S2;;SEM;;28337.0;0;T11;;1.0;G4O;4.0;4.0;6911;5;ABS;4;33536;0;5667.4;2;2.0;S2-T11-C1-PL-HR-G4O-SEM-ABS
4;6860;1780.0;;HR;0;5;;15;7120.0;Ended;150;15.0;8;12.0;4.0;C1;;33686;1;2;;2.0;4.0;0;Pick object tagged as 4 and place it near the indoor plant, then pick the glass and place it next to the plate;;;4.0;PL;S2-T11-C1-PL-HR-G4O-SEM-ABS_[11-11]-[17-37-33]_rep9;40;S2;;SEM;;24253.0;0;T11;;1.0;G4O;4.0;4.0;6900;5;ABS;4;33536;0;4850.6;2;2.0;S2-T11-C1-PL-HR-G4O-SEM-ABS
5;6892;1445.8;;HR;0;6;;15;7229.0;Ended;194;15.0;9;12.0;4.0;C1;;40484;1;2;;2.0;4.0;1;Pick object tagged as 4 and place it near the indoor plant, then pick the glass and place it next to the plate;;;4.0;PL;S2-T11-C1-PL-HR-G4O-SEM-ABS_[11-11]-[17-37-33]_rep10;53;S2;;SEM;;33211.0;0;T11;;1.0;G4O;4.0;4.0;6945;6;ABS;5;40290;0;5535.166666666667;2;2.0;S2-T11-C1-PL-HR-G4O-SEM-ABS
4;6860;1880.25;;HR;0;5;;15;7521.0;Ended;164;15.0;10;12.0;4.0;C1;;33700;1;2;;2.0;4.0;0;Pick object tagged as 4 and place it near the indoor plant, then pick the glass and place it next to the plate;;;4.0;PL;S2-T11-C1-PL-HR-G4O-SEM-ABS_[11-11]-[17-37-33]_rep11;54;S2;;SEM;;21502.0;0;T11;;1.0;G4O;4.0;4.0;6914;5;ABS;4;33536;0;4300.4;2;2.0;S2-T11-C1-PL-HR-G4O-SEM-ABS
8;6986;771.875;;HR;0;9;;15;6175.0;Ended;290;15.0;11;12.0;4.0;C1;;61256;1;2;;2.0;4.0;4;Pick object tagged as 4 and place it near the indoor plant, then pick the glass and place it next to the plate;;;4.0;PL;S2-T11-C1-PL-HR-G4O-SEM-ABS_[11-11]-[17-37-33]_rep12;57;S2;;SEM;;41101.0;0;T11;;1.0;G4O;4.0;4.0;7043;9;ABS;8;60966;0;4566.777777777777;2;2.0;S2-T11-C1-PL-HR-G4O-SEM-ABS
4;6860;1749.5;;HR;0;5;;15;6998.0;Ended;153;15.0;12;12.0;4.0;C1;;33689;1;2;;2.0;4.0;0;Pick object tagged as 4 and place it near the indoor plant, then pick the glass and place it next to the plate;;;4.0;PL;S2-T11-C1-PL-HR-G4O-SEM-ABS_[11-11]-[17-37-33]_rep13;43;S2;;SEM;;27585.0;0;T11;;1.0;G4O;4.0;4.0;6903;5;ABS;4;33536;0;5517.0;2;2.0;S2-T11-C1-PL-HR-G4O-SEM-ABS
6;6893;970.6666666666666;;HR;0;7;;15;5824.0;Ended;227;15.0;13;12.0;4.0;C1;;47356;1;2;;2.0;4.0;2;Pick object tagged as 4 and place it near the indoor plant, then pick the glass and place it next to the plate;;;4.0;PL;S2-T11-C1-PL-HR-G4O-SEM-ABS_[11-11]-[17-37-33]_rep14;57;S2;;SEM;;50117.0;0;T11;;1.0;G4O;4.0;4.0;6950;7;ABS;6;47129;0;7159.571428571428;2;2.0;S2-T11-C1-PL-HR-G4O-SEM-ABS
6;6893;968.0;;HR;0;7;;15;5808.0;Ended;233;15.0;14;12.0;4.0;C1;;47362;1;2;;2.0;4.0;2;Pick object tagged as 4 and place it near the indoor plant, then pick the glass and place it next to the plate;;;4.0;PL;S2-T11-C1-PL-HR-G4O-SEM-ABS_[11-11]-[17-37-33]_rep15;58;S2;;SEM;;40683.0;0;T11;;1.0;G4O;4.0;4.0;6951;7;ABS;6;47129;0;5811.857142857143;2;2.0;S2-T11-C1-PL-HR-G4O-SEM-ABS
5;8509;1471.0;;HR;1;6;;15;7355.0;Ended;789;15.0;0;12.0;4.0;C1;;45540;2;2;;2.0;4.0;0;Pick object tagged as 4 and place it near the indoor plant, then pick the glass and place it next to the plate;;;4.0;PL;S2-T11-C1-PL-HR-S35-OPAQ-ABS_[11-13]-[00-57-02]_rep1;69;S2;;OPAQ;;48494.0;0;T11;;0.5;S35;4.0;4.0;8578;9;ABS;5;44751;0;8082.333333333333;2;2.0;S2-T11-C1-PL-HR-S35-OPAQ-ABS
7;12021;1377.857142857143;;HR;3;8;;15;9645.0;Ended;1067;15.0;1;12.0;4.0;C1;;74542;4;2;;2.0;4.0;0;Pick object tagged as 4 and place it near the indoor plant, then pick the glass and place it next to the plate;;;4.0;PL;S2-T11-C1-PL-HR-S35-OPAQ-ABS_[11-13]-[00-57-02]_rep2;51;S2;;OPAQ;;72257.0;0;T11;;0.0;S35;4.0;4.0;12072;20;ABS;7;73475;0;9032.125;2;2.0;S2-T11-C1-PL-HR-S35-OPAQ-ABS
